name: 159db444-98ee-43ef-9b7f-4bad677ea8c2 num_items: 20002
token, class_id, token_value, token_tf, token_df
направление, @default_class, 0.00040482578333467245, 953.0, 626.0
врач, @default_class, 0.00014230496890377253, 335.0, 234.0
называться, @default_class, 0.00038443581433966756, 905.0, 727.0
завоевать, @default_class, 0.00020984673756174743, 494.0, 391.0
семейство, @default_class, 0.0002761141222435981, 650.0, 445.0
этап, @default_class, 0.00019200552196707577, 452.0, 286.0
региональный, @default_class, 0.00012149021495133638, 286.0, 212.0
современный, @default_class, 0.0006902853492647409, 1625.0, 1131.0
определённый, @default_class, 0.00021919213759247214, 516.0, 394.0
боев, @default_class, 0.00017034118354786187, 401.0, 289.0
примерно, @default_class, 0.00025954729062505066, 611.0, 489.0
классический, @default_class, 0.00015929661458358169, 375.0, 291.0
путь, @default_class, 0.0004494288587011397, 1058.0, 691.0
монастырь, @default_class, 0.0004141711979173124, 975.0, 331.0
надпись, @default_class, 0.00014230496890377253, 335.0, 208.0
чемпионат_мир, @default_class, 0.00037551522837020457, 884.0, 496.0
церковь, @default_class, 0.0008449092274531722, 1989.0, 713.0
объект, @default_class, 0.0003168940602336079, 746.0, 449.0
13, @default_class, 0.0003886837512254715, 915.0, 753.0
написать, @default_class, 0.0005522282444871962, 1300.0, 825.0
матч, @default_class, 0.0007195959333330393, 1694.0, 547.0
чемпионат, @default_class, 0.0004094984906259924, 964.0, 572.0
футбол, @default_class, 0.00015462390729226172, 364.0, 235.0
жениться, @default_class, 0.00012871166109107435, 303.0, 242.0
дополнительный, @default_class, 0.0002565737522672862, 604.0, 440.0
учебный, @default_class, 0.0001457033067708835, 343.0, 235.0
активный, @default_class, 0.0001966782147064805, 463.0, 388.0
принять_участие, @default_class, 0.00036871855263598263, 868.0, 634.0
литр, @default_class, 0.0002557241532485932, 602.0, 357.0
осуществляться, @default_class, 0.00016524369129911065, 389.0, 292.0
экспедиция, @default_class, 0.0003521517210174352, 829.0, 272.0
видеть, @default_class, 0.00022598879877477884, 532.0, 392.0
утверждать, @default_class, 0.0001886071840999648, 444.0, 300.0
убийство, @default_class, 0.00020389966084621847, 480.0, 256.0
момент, @default_class, 0.0005199441220611334, 1224.0, 899.0
появляться, @default_class, 0.0003130709519609809, 737.0, 502.0
клуб, @default_class, 0.001077694701962173, 2537.0, 900.0
вернуться, @default_class, 0.0005900346441194415, 1389.0, 990.0
музыка, @default_class, 0.00036107233609072864, 850.0, 457.0
духовный, @default_class, 0.00013678269169759005, 322.0, 217.0
пытаться, @default_class, 0.00028503473731689155, 671.0, 503.0
40, @default_class, 0.000198377383640036, 467.0, 401.0
благодаря, @default_class, 0.0004507032281253487, 1061.0, 838.0
управлять, @default_class, 0.00018053616804536432, 425.0, 337.0
возможный, @default_class, 0.0002051740448223427, 483.0, 391.0
наряду, @default_class, 0.00014995121455285698, 353.0, 321.0
фамилия, @default_class, 0.00015589829126838595, 367.0, 289.0
модель, @default_class, 0.00047958901268430054, 1129.0, 440.0
театр, @default_class, 0.0003963299677707255, 933.0, 421.0
часы, @default_class, 0.00011554314551176503, 272.0, 209.0
небольшой, @default_class, 0.0004893591976724565, 1152.0, 943.0
пять, @default_class, 0.0006507797515951097, 1532.0, 1182.0
столица, @default_class, 0.00023066149151418358, 543.0, 379.0
некоторый, @default_class, 0.0009893381502479315, 2329.0, 1503.0
художник, @default_class, 0.00038358624442480505, 903.0, 402.0
увидеть, @default_class, 0.00015334953786805272, 361.0, 287.0
постройка, @default_class, 0.00019795259868260473, 466.0, 334.0
животное, @default_class, 0.0002629455993883312, 619.0, 255.0
напоминать, @default_class, 0.00010322420712327585, 243.0, 215.0
голос, @default_class, 0.0001643941068323329, 387.0, 257.0
основа, @default_class, 0.0005076252273283899, 1195.0, 872.0
характерный, @default_class, 0.0001762882457114756, 415.0, 336.0
непосредственно, @default_class, 0.0001444289373466745, 340.0, 300.0
помещение, @default_class, 0.00016269493789877743, 383.0, 251.0
правый, @default_class, 0.00011554314551176503, 272.0, 210.0
единственный, @default_class, 0.00043838427518494427, 1032.0, 855.0
лондон, @default_class, 0.00021239549096208066, 500.0, 339.0
категория, @default_class, 0.00017331472190562636, 408.0, 279.0
предел, @default_class, 0.00022726316819898784, 535.0, 457.0
культура, @default_class, 0.00036447064485400915, 858.0, 495.0
решение, @default_class, 0.0004757658753078431, 1120.0, 755.0
газета, @default_class, 0.00026549436734057963, 625.0, 362.0
кафедра, @default_class, 0.00016142056847456843, 380.0, 213.0
испания, @default_class, 0.00019158072245772928, 451.0, 274.0
исключительно, @default_class, 0.00011511835327837616, 271.0, 242.0
украина, @default_class, 0.0005046516889706254, 1188.0, 566.0
учиться, @default_class, 0.00022896233713254333, 539.0, 461.0
финал, @default_class, 0.0002357589837629348, 555.0, 332.0
полностью, @default_class, 0.0003530012909322977, 831.0, 679.0
старое, @default_class, 0.00024892750661820173, 586.0, 471.0
житомирский, @default_class, 0.00028291079797782004, 666.0, 566.0
озеро, @default_class, 0.0004460305208340287, 1050.0, 442.0
итог, @default_class, 0.00035682442830875516, 840.0, 634.0
проводить, @default_class, 0.0002756893518380821, 649.0, 535.0
летний_олимпийский, @default_class, 0.0006584260263480246, 1550.0, 1309.0
страна_представлять, @default_class, 9.85515071079135e-05, 232.0, 232.0
1964_год, @default_class, 0.0001495264150435105, 352.0, 305.0
свобода, @default_class, 0.00012021584552712739, 283.0, 206.0
режим, @default_class, 0.00022301526041701436, 525.0, 290.0
встреча, @default_class, 0.00023915732163004577, 563.0, 371.0
включая, @default_class, 0.0003122213529422879, 735.0, 590.0
1963_год, @default_class, 0.00011766709940275177, 277.0, 259.0
перепись_2001, @default_class, 0.00036319627542980015, 855.0, 854.0
18, @default_class, 0.00030372553737834096, 715.0, 600.0
пример, @default_class, 0.00024213085998781025, 570.0, 434.0
охрана, @default_class, 0.00012064063776051626, 284.0, 217.0
независимый, @default_class, 0.00014357935287989676, 338.0, 264.0
поль, @default_class, 0.0001265877072000876, 298.0, 213.0
популярный, @default_class, 0.00019327989139128476, 455.0, 375.0
выступление, @default_class, 0.0002803620300255716, 660.0, 459.0
июнь, @default_class, 0.0006078758742660284, 1431.0, 996.0
предмет, @default_class, 0.0001754386757966131, 413.0, 313.0
ведущий, @default_class, 0.00022896233713254333, 539.0, 432.0
1920_год, @default_class, 0.0001754386757966131, 413.0, 312.0
голова, @default_class, 0.0001444289373466745, 340.0, 267.0
слово, @default_class, 0.0006928340881131589, 1631.0, 948.0
населить_пункт, @default_class, 0.0002931057824753225, 690.0, 534.0
решить, @default_class, 0.0004311628290452063, 1015.0, 706.0
точка_зрение, @default_class, 0.0001359331072308123, 320.0, 223.0
идти, @default_class, 0.00038401104393415153, 904.0, 643.0
объявить, @default_class, 0.00035809879773296416, 843.0, 564.0
сеть, @default_class, 0.00024085647601168603, 567.0, 314.0
стоить, @default_class, 0.0001091712765628472, 257.0, 230.0
приходить, @default_class, 0.00011129523772979155, 262.0, 209.0
гражданин, @default_class, 0.00017204033792950213, 405.0, 247.0
итальянский, @default_class, 0.0003500277525745332, 824.0, 430.0
издание, @default_class, 0.00036744418321177363, 865.0, 491.0
норвежский, @default_class, 0.00020007655257359147, 471.0, 232.0
показать, @default_class, 0.0003691433521453291, 869.0, 620.0
журналист, @default_class, 0.00013848186063114554, 326.0, 205.0
проблема, @default_class, 0.0003347352903801948, 788.0, 550.0
оказаться, @default_class, 0.00047831464326009154, 1126.0, 788.0
р, @default_class, 0.00024722833768464625, 582.0, 348.0
передача, @default_class, 0.00022556399926543236, 531.0, 349.0
карьера, @default_class, 0.0001835097064031288, 432.0, 330.0
дать, @default_class, 0.0010360651649534702, 2439.0, 1568.0
композитор, @default_class, 0.0001550487068016082, 365.0, 240.0
исследователь, @default_class, 0.0001457033067708835, 343.0, 263.0
рубеж, @default_class, 0.0001282868761336431, 302.0, 205.0
передать, @default_class, 0.00037976313615217805, 894.0, 662.0
михаил, @default_class, 0.00026124645955860615, 615.0, 383.0
программа, @default_class, 0.0005934329819865525, 1397.0, 720.0
век, @default_class, 0.0007616502116434276, 1793.0, 1117.0
служить, @default_class, 0.00018563366029411554, 437.0, 360.0
политический, @default_class, 0.00041756953578442335, 983.0, 525.0
немец, @default_class, 0.00018266012193635106, 430.0, 231.0
22, @default_class, 0.00017331472190562636, 408.0, 351.0
девушка, @default_class, 0.0002357589837629348, 555.0, 269.0
крепость, @default_class, 0.00021282027591951191, 501.0, 236.0
происхождение, @default_class, 0.00024850270710885525, 585.0, 453.0
прежде, @default_class, 0.00018435927631799132, 434.0, 382.0
тип, @default_class, 0.00058791070478037, 1384.0, 835.0
1931_год, @default_class, 0.0001078969071386382, 254.0, 215.0
успешный, @default_class, 0.0001359331072308123, 320.0, 277.0
приходиться, @default_class, 0.0001550487068016082, 365.0, 311.0
выделить, @default_class, 0.0001580222451593727, 372.0, 305.0
конкурс, @default_class, 0.00015972139954101294, 376.0, 213.0
1983_год, @default_class, 0.0001346587378066033, 317.0, 280.0
№, @default_class, 0.0005127227050252259, 1207.0, 692.0
составлять_чело, @default_class, 9.345401485916227e-05, 220.0, 220.0
частность, @default_class, 0.00043753470527008176, 1030.0, 772.0
предложение, @default_class, 0.00016057098400779068, 378.0, 285.0
войти, @default_class, 0.00044093301403336227, 1038.0, 787.0
никакой, @default_class, 0.0001253133377758786, 295.0, 242.0
игрок, @default_class, 0.0005161210428923368, 1215.0, 476.0
деятельность, @default_class, 0.0005305639351718128, 1249.0, 804.0
деньга, @default_class, 0.00020389966084621847, 480.0, 329.0
распространить, @default_class, 0.0001643941068323329, 387.0, 327.0
«в, @default_class, 0.00012446375330910087, 293.0, 257.0
покинуть, @default_class, 0.0002718662144616246, 640.0, 502.0
городской, @default_class, 0.00042139264405705035, 992.0, 630.0
завоевать_медаль, @default_class, 0.0004069497517775744, 958.0, 953.0
—_телефонный, @default_class, 0.00015419912233483046, 363.0, 363.0
начинаться, @default_class, 0.00022004172205924988, 518.0, 409.0
данные, @default_class, 0.0002884330751840025, 679.0, 541.0
соединение, @default_class, 0.00015674786118324846, 369.0, 211.0
1960_год, @default_class, 0.00014357935287989676, 338.0, 281.0
история_завоевать, @default_class, 0.00011511835327837616, 271.0, 271.0
здание, @default_class, 0.0006554524879902601, 1543.0, 646.0
руководитель, @default_class, 0.00023151107598096132, 545.0, 423.0
южный, @default_class, 0.0005110235651955009, 1203.0, 839.0
крестьянин, @default_class, 0.00016396932187490165, 386.0, 215.0
преподавать, @default_class, 0.00013678269169759005, 322.0, 264.0
—_население, @default_class, 0.00028206119895912707, 664.0, 664.0
1979_год, @default_class, 0.00013975623005535454, 329.0, 276.0
е, @default_class, 0.00016227015294134617, 382.0, 275.0
ленинград, @default_class, 0.00014103059947956353, 332.0, 206.0
прекратить, @default_class, 9.812671487452462e-05, 231.0, 212.0
японский, @default_class, 0.00028206119895912707, 664.0, 318.0
внести, @default_class, 0.00010067546099890023, 237.0, 205.0
де, @default_class, 0.00032199156703427434, 758.0, 374.0
правительство, @default_class, 0.0006023535970598459, 1418.0, 697.0
режиссёр, @default_class, 0.00028630910674110055, 674.0, 423.0
7, @default_class, 0.0005339622730389237, 1257.0, 1020.0
полка, @default_class, 0.00024765313719399273, 583.0, 295.0
вследствие, @default_class, 0.00013423395284917206, 316.0, 261.0
игра_принимать, @default_class, 0.0001873328146757558, 441.0, 441.0
первоначально, @default_class, 0.00018775761418510228, 442.0, 394.0
продолжение, @default_class, 0.00010364899935666472, 244.0, 211.0
пункт, @default_class, 0.00026719350717030466, 629.0, 517.0
посвятить, @default_class, 0.0003262394748162478, 768.0, 595.0
дебютировать, @default_class, 0.00021961693710181862, 517.0, 368.0
освобождение, @default_class, 0.0001457033067708835, 343.0, 270.0
создавать, @default_class, 0.00016354452236555517, 385.0, 308.0
проиграть, @default_class, 0.00018520886078476906, 436.0, 221.0
актриса, @default_class, 0.00017968658357858658, 423.0, 219.0
соответствующий, @default_class, 0.0001966782147064805, 463.0, 372.0
собираться, @default_class, 0.0001240389683516696, 292.0, 250.0
статья, @default_class, 0.00024043169105425477, 566.0, 374.0
группа, @default_class, 0.0020678823348134756, 4868.0, 1885.0
двигатель, @default_class, 0.00022046650701668113, 519.0, 206.0
возглавить, @default_class, 0.000195828644791618, 461.0, 356.0
строительство, @default_class, 0.0004953062743879855, 1166.0, 627.0
лига, @default_class, 0.0002412812755210325, 568.0, 268.0
никто, @default_class, 0.00011851668386952952, 279.0, 227.0
1938_год, @default_class, 0.00014188018394634128, 334.0, 269.0
перейти, @default_class, 0.0004358355363365263, 1026.0, 723.0
получение, @default_class, 0.00014485372230410576, 341.0, 280.0
глаз, @default_class, 0.00019752779917325824, 465.0, 316.0
арестовать, @default_class, 0.00015589829126838595, 367.0, 272.0
последующий, @default_class, 0.00024085647601168603, 567.0, 480.0
мор, @default_class, 0.00013041083002462983, 307.0, 210.0
россия, @default_class, 0.0014349438715726137, 3378.0, 1686.0
остальной, @default_class, 0.0002727158134803176, 642.0, 536.0
потерять, @default_class, 0.0001686420146143064, 397.0, 318.0
академия, @default_class, 0.00025147624546661973, 592.0, 367.0
суд, @default_class, 0.0003292130131740123, 775.0, 432.0
евгений, @default_class, 0.0001389066455885768, 327.0, 215.0
объединение, @default_class, 0.0001792617840692401, 422.0, 312.0
кампания, @default_class, 0.00015674786118324846, 369.0, 255.0
контракт, @default_class, 0.00014995121455285698, 353.0, 220.0
2000_год, @default_class, 0.00031859322916716337, 750.0, 634.0
половина, @default_class, 0.0003313369525130838, 780.0, 616.0
король, @default_class, 0.0005046516889706254, 1188.0, 408.0
училище, @default_class, 0.0001575974456500262, 371.0, 258.0
назад, @default_class, 0.0001389066455885768, 327.0, 258.0
2004_год, @default_class, 0.00037806396721862257, 890.0, 720.0
последний, @default_class, 0.0012250971049070358, 2884.0, 1986.0
набор, @default_class, 0.00011809189163614064, 278.0, 205.0
осень, @default_class, 0.00014272976841311902, 336.0, 293.0
август, @default_class, 0.0006630987045355141, 1561.0, 1073.0
министр, @default_class, 0.00015207516844384372, 358.0, 225.0
коммуна_—, @default_class, 0.00017034118354786187, 401.0, 315.0
отделение, @default_class, 0.000290132244117558, 683.0, 476.0
василий, @default_class, 0.00025827292120084167, 608.0, 318.0
рост, @default_class, 0.00016821722965687513, 396.0, 277.0
маршрут, @default_class, 0.00014612809172831476, 344.0, 214.0
борьба, @default_class, 0.00036362107493914664, 856.0, 612.0
природа, @default_class, 0.00012106542999390513, 285.0, 227.0
преимущественно, @default_class, 0.000195828644791618, 461.0, 397.0
неоднократно, @default_class, 0.00013041083002462983, 307.0, 278.0
дворец, @default_class, 0.00017246513743884861, 406.0, 205.0
европейский, @default_class, 0.0002697422751225531, 635.0, 452.0
переход, @default_class, 0.0002238648448837921, 527.0, 381.0
зелёный, @default_class, 0.0001270125067094341, 299.0, 229.0
29, @default_class, 9.642755321692675e-05, 227.0, 211.0
район_ростовский, @default_class, 0.00015462390729226172, 364.0, 353.0
алексей, @default_class, 0.00018648323020897806, 439.0, 280.0
сравнение, @default_class, 0.00019327989139128476, 455.0, 343.0
выше, @default_class, 0.00016227015294134617, 382.0, 284.0
1984_год, @default_class, 0.00013380915333982557, 315.0, 273.0
ближний, @default_class, 0.0001159679377451539, 273.0, 253.0
большой_часть, @default_class, 0.00017458909132983536, 411.0, 363.0
берег_река, @default_class, 0.00012616292224265635, 297.0, 284.0
карл, @default_class, 0.00015844703011680394, 373.0, 235.0
близкий, @default_class, 0.00015207516844384372, 358.0, 316.0
реальный, @default_class, 0.0001270125067094341, 299.0, 221.0
литература, @default_class, 0.00021961693710181862, 517.0, 347.0
студент, @default_class, 0.0001750138762872666, 412.0, 257.0
1918_год, @default_class, 0.00018818239914253354, 443.0, 324.0
мир, @default_class, 0.0010573046747595072, 2489.0, 1400.0
критика, @default_class, 0.00012318938388489187, 290.0, 213.0
некоторый_время, @default_class, 0.00017841221415437758, 420.0, 372.0
дважды, @default_class, 0.00015037599951028824, 354.0, 307.0
союз, @default_class, 0.00038613498327322304, 909.0, 617.0
вступить, @default_class, 0.00020092612248845398, 473.0, 408.0
польша, @default_class, 0.00024085647601168603, 567.0, 317.0
роберт, @default_class, 0.0001563230762258172, 368.0, 224.0
1922_год, @default_class, 0.00014060581452213228, 331.0, 271.0
1969_год, @default_class, 0.0001270125067094341, 299.0, 254.0
регион, @default_class, 0.00037424085894599557, 881.0, 586.0
турнир, @default_class, 0.0006083006737753749, 1432.0, 512.0
организация, @default_class, 0.0006337881204672158, 1492.0, 830.0
уничтожить, @default_class, 0.00020135092199780047, 474.0, 337.0
оборудование, @default_class, 0.00015547349175903946, 366.0, 235.0
царь, @default_class, 0.00019752779917325824, 465.0, 221.0
дальнейший, @default_class, 0.0003721168905030936, 876.0, 687.0
разработать, @default_class, 0.00030160159803926945, 710.0, 528.0
пользоваться, @default_class, 0.00014188018394634128, 334.0, 278.0
образ, @default_class, 0.0007438089814968407, 1751.0, 1155.0
1936_год, @default_class, 0.0001372074766550213, 323.0, 270.0
доступный, @default_class, 0.00015207516844384372, 358.0, 239.0
проводиться, @default_class, 0.00030584950582124293, 720.0, 523.0
олимпиада, @default_class, 0.00014655289123766124, 345.0, 207.0
успех, @default_class, 0.0002948049223050475, 694.0, 520.0
многие, @default_class, 0.00045962384319864213, 1082.0, 846.0
путём, @default_class, 0.0001779874146450311, 419.0, 337.0
переехать, @default_class, 0.00018096095300279558, 426.0, 380.0
образоваться, @default_class, 0.00011554314551176503, 272.0, 217.0
разработка, @default_class, 0.0002603968605399132, 613.0, 394.0
сфера, @default_class, 0.00013295956887304783, 313.0, 215.0
образец, @default_class, 0.00014400413783732802, 339.0, 226.0
расстояние, @default_class, 0.00016524369129911065, 389.0, 305.0
медаль, @default_class, 0.00034493027487769723, 812.0, 516.0
одновременно, @default_class, 0.00031901802867650986, 751.0, 610.0
вод, @default_class, 0.00014910163008607924, 351.0, 242.0
наш, @default_class, 0.000779066642280668, 1834.0, 1049.0
свой_очередь, @default_class, 0.00011894146882696077, 280.0, 257.0
победитель, @default_class, 0.0001669428456807509, 393.0, 279.0
требовать, @default_class, 0.00016354452236555517, 385.0, 284.0
смочь, @default_class, 0.00036574501427821815, 861.0, 594.0
2015_год, @default_class, 0.00019497906032484025, 459.0, 364.0
разделить, @default_class, 0.0001469776761950925, 346.0, 308.0
цель, @default_class, 0.000588760303799063, 1386.0, 896.0
поход, @default_class, 0.00018138573796022683, 427.0, 233.0
мелкий, @default_class, 0.00015462390729226172, 364.0, 312.0
торговля, @default_class, 0.00013933144509792328, 328.0, 206.0
2006, @default_class, 0.0001482520456193015, 349.0, 296.0
встречаться, @default_class, 0.00038740935269743204, 912.0, 735.0
повод, @default_class, 0.00010704732267186046, 252.0, 210.0
полуостров, @default_class, 0.00012191500718472525, 287.0, 208.0
предлагать, @default_class, 0.00013848186063114554, 326.0, 274.0
ежегодно, @default_class, 0.00010534816101426259, 248.0, 209.0
империя, @default_class, 0.00017416429182048887, 410.0, 247.0
конфликт, @default_class, 0.0001792617840692401, 422.0, 252.0
северный, @default_class, 0.0006350625189952552, 1495.0, 1003.0
способ, @default_class, 0.00022089130652602762, 520.0, 351.0
полковник, @default_class, 0.00016651806072331965, 392.0, 263.0
событие, @default_class, 0.00034535504528321326, 813.0, 561.0
государственный, @default_class, 0.0006537532899528742, 1539.0, 941.0
народ, @default_class, 0.00038146230508573353, 898.0, 517.0
доктор, @default_class, 0.00020050133753102273, 472.0, 204.0
строить, @default_class, 0.00010662253043847159, 251.0, 215.0
народный, @default_class, 0.00024213085998781025, 570.0, 397.0
сохранение, @default_class, 0.0001172423071693629, 276.0, 225.0
ул, @default_class, 0.00013975623005535454, 329.0, 231.0
концерт, @default_class, 0.0002060236147372052, 485.0, 285.0
право_берег, @default_class, 9.940108429873362e-05, 234.0, 220.0
поддерживать, @default_class, 0.00022004172205924988, 518.0, 388.0
значительно, @default_class, 0.00014145539898891002, 333.0, 284.0
30, @default_class, 0.00032114196801558137, 756.0, 629.0
—_км², @default_class, 0.00015547349175903946, 366.0, 361.0
берег, @default_class, 0.0002935305528808385, 691.0, 501.0
течение, @default_class, 0.000582813227083534, 1372.0, 958.0
точка, @default_class, 0.00021069632202852517, 496.0, 314.0
очередной, @default_class, 0.00011894146882696077, 280.0, 235.0
возможно, @default_class, 0.00033516008988954127, 789.0, 586.0
русский_язык, @default_class, 0.00015972139954101294, 376.0, 204.0
достижение, @default_class, 0.0001669428456807509, 393.0, 310.0
париж, @default_class, 0.00021112110698595643, 497.0, 333.0
канада, @default_class, 0.00039590519736520946, 932.0, 438.0
поражение, @default_class, 0.00017968658357858658, 423.0, 291.0
институт, @default_class, 0.0005207937210798264, 1226.0, 682.0
мария, @default_class, 0.00023703336773905903, 558.0, 303.0
почтовый_индекс, @default_class, 0.00016099578351713717, 379.0, 379.0
вокруг, @default_class, 0.00021239549096208066, 500.0, 405.0
запретить, @default_class, 0.00011554314551176503, 272.0, 209.0
сей_пора, @default_class, 0.00012064063776051626, 284.0, 264.0
коммуна, @default_class, 0.00020177570695523173, 475.0, 213.0
принять, @default_class, 0.0006592755671590567, 1552.0, 1118.0
общественный, @default_class, 0.00023660856822971255, 557.0, 381.0
волость, @default_class, 0.0002493523061275482, 587.0, 290.0
делать, @default_class, 0.00027866289019584656, 656.0, 534.0
проходить, @default_class, 0.000783314579166472, 1844.0, 1381.0
требование, @default_class, 0.00019158072245772928, 451.0, 324.0
входить_состав, @default_class, 0.0002540250134188682, 598.0, 538.0
данный, @default_class, 0.00026719350717030466, 629.0, 465.0
соревнование, @default_class, 0.00026209602947346866, 617.0, 386.0
политика, @default_class, 0.00026719350717030466, 629.0, 413.0
книга, @default_class, 0.0008750694105401635, 2060.0, 974.0
коатуа_—, @default_class, 0.000299052830087021, 704.0, 704.0
композиция, @default_class, 0.00024213085998781025, 570.0, 327.0
часто, @default_class, 0.00041756953578442335, 983.0, 761.0
частное, @default_class, 0.00012488853826653212, 294.0, 229.0
выставка, @default_class, 0.00018945676856674254, 446.0, 227.0
специалист, @default_class, 0.00020135092199780047, 474.0, 324.0
корпус, @default_class, 0.0004311628290452063, 1015.0, 493.0
продажа, @default_class, 0.00018308490689378232, 431.0, 299.0
пара, @default_class, 0.00037933833664283156, 893.0, 500.0
практика, @default_class, 0.00014995121455285698, 353.0, 270.0
попытка, @default_class, 0.0002586976916063577, 609.0, 473.0
постоянно, @default_class, 0.0001762882457114756, 415.0, 345.0
площадь_коммуна, @default_class, 0.00010194983042310923, 240.0, 240.0
поселение, @default_class, 0.00030924781458452344, 728.0, 517.0
статус, @default_class, 0.00020559882977977395, 484.0, 375.0
перенести, @default_class, 0.0001376322761643678, 324.0, 276.0
особенность, @default_class, 0.00019880216859746724, 468.0, 389.0
цвета, @default_class, 0.00014400413783732802, 339.0, 244.0
российский_федерация, @default_class, 0.00021324506087694317, 502.0, 276.0
сразу, @default_class, 0.00026889267610386014, 633.0, 538.0
отсутствие, @default_class, 0.00018648323020897806, 439.0, 372.0
спортивный, @default_class, 0.00019115593750029802, 450.0, 295.0
коммуна_губерния, @default_class, 0.00014400413783732802, 339.0, 339.0
начало, @default_class, 0.0010428618406876922, 2455.0, 1639.0
самостоятельный, @default_class, 0.00010747211490524933, 253.0, 216.0
1932_год, @default_class, 0.0001346587378066033, 317.0, 253.0
чаща, @default_class, 0.00013126041449140757, 309.0, 256.0
канал, @default_class, 0.00026889267610386014, 633.0, 347.0
житомирский_области.############код, @default_class, 0.00018690802971832454, 440.0, 440.0
человек_почтовый, @default_class, 0.00041969347512349486, 988.0, 988.0
индекс_—, @default_class, 0.00042691492126323283, 1005.0, 1004.0
1961_год, @default_class, 0.00011554314551176503, 272.0, 254.0
район_удмуртия, @default_class, 9.048047650139779e-05, 213.0, 213.0
году.############ть, @default_class, 8.920610707718879e-05, 210.0, 206.0
1949_год, @default_class, 0.0001091712765628472, 257.0, 234.0
получить_название, @default_class, 0.0001469776761950925, 346.0, 317.0
основный, @default_class, 0.0005925833829678595, 1395.0, 1066.0
идея, @default_class, 0.00026379519840702415, 621.0, 422.0
считать, @default_class, 0.00048043858259916306, 1131.0, 770.0
участие_летний, @default_class, 0.00016396932187490165, 386.0, 386.0
1996_год, @default_class, 0.00026719350717030466, 629.0, 522.0
входить_сельский, @default_class, 0.00010194983042310923, 240.0, 236.0
контроль, @default_class, 0.00020559882977977395, 484.0, 335.0
рим, @default_class, 0.00018096095300279558, 426.0, 242.0
диск, @default_class, 0.00015462390729226172, 364.0, 206.0
2005, @default_class, 0.00010619774548104033, 250.0, 219.0
лишь, @default_class, 0.0007416850421577692, 1746.0, 1225.0
правило, @default_class, 0.0003976043371949345, 936.0, 649.0
продать, @default_class, 0.00014230496890377253, 335.0, 271.0
помогать, @default_class, 0.0001457033067708835, 343.0, 293.0
китайский, @default_class, 0.0002773884916678071, 653.0, 263.0
сменить, @default_class, 9.472838428337127e-05, 223.0, 206.0
следовать, @default_class, 0.0002552993828430772, 601.0, 458.0
оригинальный, @default_class, 0.00014527850726153702, 342.0, 263.0
республика, @default_class, 0.0004128968284931034, 972.0, 578.0
1921_год, @default_class, 0.00015249995340127498, 359.0, 318.0
центр, @default_class, 0.0011872907634824514, 2795.0, 1716.0
продукт, @default_class, 0.00013848186063114554, 326.0, 206.0
сначала, @default_class, 0.0002344846143387258, 552.0, 495.0
изменить, @default_class, 0.0001389066455885768, 327.0, 293.0
распространение, @default_class, 0.00016057098400779068, 378.0, 281.0
штат, @default_class, 0.00019073115254286677, 449.0, 317.0
50, @default_class, 0.00023066149151418358, 543.0, 444.0
расширение, @default_class, 0.00010662253043847159, 251.0, 206.0
восстание, @default_class, 0.00015929661458358169, 375.0, 221.0
занимать, @default_class, 0.0003670194128062576, 864.0, 686.0
возможность, @default_class, 0.00041969347512349486, 988.0, 671.0
производство, @default_class, 0.00045919904368929565, 1081.0, 604.0
преобразовать, @default_class, 0.00011172002268722281, 263.0, 209.0
умереть, @default_class, 0.0004672700597438961, 1100.0, 803.0
довольно, @default_class, 0.0001792617840692401, 422.0, 368.0
германия, @default_class, 0.0004668452893383801, 1099.0, 614.0
1942_год, @default_class, 0.0001495264150435105, 352.0, 268.0
спустя, @default_class, 0.0002510514750611037, 591.0, 504.0
способность, @default_class, 0.0001886071840999648, 444.0, 250.0
вновь, @default_class, 0.0005042268894612789, 1187.0, 856.0
нога, @default_class, 0.00011681751493597403, 275.0, 208.0
сельсовет, @default_class, 0.0001860584452515468, 438.0, 241.0
нападение, @default_class, 0.00011766709940275177, 277.0, 211.0
очередь, @default_class, 0.00014612809172831476, 344.0, 277.0
священник, @default_class, 0.00012913646060042083, 304.0, 210.0
утвердить, @default_class, 0.00012318938388489187, 290.0, 240.0
женщина, @default_class, 0.0005169705837033689, 1217.0, 827.0
100, @default_class, 0.0002349094138480723, 553.0, 470.0
иметься, @default_class, 0.00043880907469429076, 1033.0, 804.0
мастер, @default_class, 0.0001792617840692401, 422.0, 263.0
председатель, @default_class, 0.0002629455993883312, 619.0, 385.0
–, @default_class, 0.00028460993780754507, 670.0, 276.0
фестиваль, @default_class, 0.00018181053746957332, 428.0, 219.0
начальник, @default_class, 0.00019243030692450702, 453.0, 322.0
профессор, @default_class, 0.0002790876606013626, 657.0, 421.0
1988_год, @default_class, 0.00017968658357858658, 423.0, 375.0
1934_год, @default_class, 0.00011639272270258516, 274.0, 219.0
герой_советский, @default_class, 0.00015547349175903946, 366.0, 259.0
сложный, @default_class, 0.00017119076801463962, 403.0, 322.0
население_коммуна, @default_class, 0.00013678269169759005, 322.0, 319.0
норвегия, @default_class, 0.0002468035672791302, 581.0, 280.0
церковный, @default_class, 0.00014995121455285698, 353.0, 212.0
выбор, @default_class, 0.0002586976916063577, 609.0, 418.0
